run_id,protocol,serializer,compression,zstd_dict,crc_ok,seq_id,payload_size_bytes,wire_size_bytes,ts_created_ns,ts_serialized_ns,ts_compressed_ns,ts_sent_ns,ts_received_ns,ts_decompressed_ns,ts_deserialized_ns,ts_processed_ns,ntp_offset_sender_ns,ntp_offset_receiver_ns,ntp_uncertainty_sender_ns,ntp_uncertainty_receiver_ns,ntp_disabled,e2e_delay_us,ntp_sync_uncertainty_us,serialization_us,compression_us,transport_us,decompression_us,deserialization_us,processing_us,jitter_us,is_out_of_order,is_duplicate,seq_gap
B_common_1,tcp,none,none,,1,0,512,592,1785225427377549000,1785225427377550000,1785225427377550000,1785225427377554000,1785225427377652000,1785225427377702000,1785225427377703000,1785225427377703000,153944704,152881081,12792532,13573311,0,-965.623,26365.843,1.000,0.000,4.000,50.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,1,512,592,1785225427377581000,1785225427377581000,1785225427377581000,1785225427377583000,1785225427377687000,1785225427377734000,1785225427377734000,1785225427377734000,153944704,152881081,12792532,13573311,0,-959.623,26365.843,0.000,0.000,2.000,47.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,2,512,592,1785225427378816000,1785225427378819000,1785225427378820000,1785225427378822000,1785225427378904000,1785225427378958000,1785225427378958000,1785225427378958000,153944704,152881081,12792532,13573311,0,-981.623,26365.843,3.000,1.000,2.000,54.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,3,512,592,1785225427379746000,1785225427379750000,1785225427379750000,1785225427379753000,1785225427379839000,1785225427379859000,1785225427379859000,1785225427379859000,153944704,152881081,12792532,13573311,0,-977.623,26365.843,4.000,0.000,3.000,20.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,4,512,592,1785225427380629000,1785225427380713000,1785225427380715000,1785225427380717000,1785225427380873000,1785225427380912000,1785225427380913000,1785225427380913000,153944704,152881081,12792532,13573311,0,-907.623,26365.843,84.000,2.000,2.000,39.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,5,512,592,1785225427381784000,1785225427381787000,1785225427381788000,1785225427381790000,1785225427381885000,1785225427381927000,1785225427381927000,1785225427381928000,153944704,152881081,12792532,13573311,0,-968.623,26365.843,3.000,1.000,2.000,42.000,0.000,1.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,6,512,592,1785225427382787000,1785225427382814000,1785225427382815000,1785225427382817000,1785225427382947000,1785225427383001000,1785225427383002000,1785225427383002000,153944704,152881081,12792532,13573311,0,-933.623,26365.843,27.000,1.000,2.000,54.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,7,512,592,1785225427383783000,1785225427383786000,1785225427383786000,1785225427383788000,1785225427383897000,1785225427383911000,1785225427383912000,1785225427383912000,153944704,152881081,12792532,13573311,0,-954.623,26365.843,3.000,0.000,2.000,14.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,8,512,592,1785225427384756000,1785225427384788000,1785225427384789000,1785225427384792000,1785225427384950000,1785225427384974000,1785225427384975000,1785225427384975000,153944704,152881081,12792532,13573311,0,-905.623,26365.843,32.000,1.000,3.000,24.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,9,512,592,1785225427385735000,1785225427385739000,1785225427385739000,1785225427385741000,1785225427385903000,1785225427385927000,1785225427385927000,1785225427385927000,153944704,152881081,12792532,13573311,0,-901.623,26365.843,4.000,0.000,2.000,24.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,10,512,592,1785225427386842000,1785225427386846000,1785225427386847000,1785225427386849000,1785225427387084000,1785225427387116000,1785225427387117000,1785225427387117000,153944704,152881081,12792532,13573311,0,-828.623,26365.843,4.000,1.000,2.000,32.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,11,512,592,1785225427387746000,1785225427387755000,1785225427387756000,1785225427387767000,1785225427387859000,1785225427387919000,1785225427387920000,1785225427387920000,153944704,152881081,12792532,13573311,0,-971.623,26365.843,9.000,1.000,11.000,60.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,12,512,592,1785225427388877000,1785225427388881000,1785225427388881000,1785225427388883000,1785225427389045000,1785225427389113000,1785225427389113000,1785225427389113000,153944704,152881081,12792532,13573311,0,-901.623,26365.843,4.000,0.000,2.000,68.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,13,512,592,1785225427389829000,1785225427389837000,1785225427389837000,1785225427389850000,1785225427389954000,1785225427389979000,1785225427389980000,1785225427389980000,153944704,152881081,12792532,13573311,0,-959.623,26365.843,8.000,0.000,13.000,25.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,14,512,592,1785225427390743000,1785225427390746000,1785225427390746000,1785225427390748000,1785225427391071000,1785225427391259000,1785225427391260000,1785225427391260000,153944704,152881081,12792532,13573311,0,-740.623,26365.843,3.000,0.000,2.000,188.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,15,512,592,1785225427391793000,1785225427391797000,1785225427391798000,1785225427391800000,1785225427391955000,1785225427391978000,1785225427391978000,1785225427391978000,153944704,152881081,12792532,13573311,0,-908.623,26365.843,4.000,1.000,2.000,23.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,16,512,592,1785225427392765000,1785225427392768000,1785225427392768000,1785225427392770000,1785225427392875000,1785225427392893000,1785225427392894000,1785225427392894000,153944704,152881081,12792532,13573311,0,-958.623,26365.843,3.000,0.000,2.000,18.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,17,512,592,1785225427393761000,1785225427393765000,1785225427393766000,1785225427393768000,1785225427393914000,1785225427393949000,1785225427393949000,1785225427393949000,153944704,152881081,12792532,13573311,0,-917.623,26365.843,4.000,1.000,2.000,35.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,18,512,592,1785225427394776000,1785225427394779000,1785225427394779000,1785225427394781000,1785225427394881000,1785225427394915000,1785225427394916000,1785225427394916000,153944704,152881081,12792532,13573311,0,-963.623,26365.843,3.000,0.000,2.000,34.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,19,512,592,1785225427395755000,1785225427395758000,1785225427395759000,1785225427395761000,1785225427395884000,1785225427395905000,1785225427395906000,1785225427395906000,153944704,152881081,12792532,13573311,0,-940.623,26365.843,3.000,1.000,2.000,21.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,20,512,592,1785225427396761000,1785225427396764000,1785225427396764000,1785225427396766000,1785225427396860000,1785225427396880000,1785225427396880000,1785225427396880000,153944704,152881081,12792532,13573311,0,-969.623,26365.843,3.000,0.000,2.000,20.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,21,512,592,1785225427397762000,1785225427397765000,1785225427397766000,1785225427397768000,1785225427397858000,1785225427397877000,1785225427397878000,1785225427397878000,153944704,152881081,12792532,13573311,0,-973.623,26365.843,3.000,1.000,2.000,19.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,22,512,592,1785225427398758000,1785225427398761000,1785225427398761000,1785225427398763000,1785225427398858000,1785225427398879000,1785225427398880000,1785225427398880000,153944704,152881081,12792532,13573311,0,-968.623,26365.843,3.000,0.000,2.000,21.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,23,512,592,1785225427399798000,1785225427399825000,1785225427399826000,1785225427399828000,1785225427399924000,1785225427399962000,1785225427399965000,1785225427399965000,153944704,152881081,12792532,13573311,0,-967.623,26365.843,27.000,1.000,2.000,38.000,3.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,24,512,592,1785225427400737000,1785225427400740000,1785225427400741000,1785225427400742000,1785225427400881000,1785225427400910000,1785225427400910000,1785225427400910000,153944704,152881081,12792532,13573311,0,-924.623,26365.843,3.000,1.000,1.000,29.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,25,512,592,1785225427401778000,1785225427401781000,1785225427401781000,1785225427401783000,1785225427401944000,1785225427401970000,1785225427401970000,1785225427401970000,153944704,152881081,12792532,13573311,0,-902.623,26365.843,3.000,0.000,2.000,26.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,26,512,592,1785225427402784000,1785225427402791000,1785225427402793000,1785225427402828000,1785225427402913000,1785225427402960000,1785225427402961000,1785225427402961000,153944704,152881081,12792532,13573311,0,-978.623,26365.843,7.000,2.000,35.000,47.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,27,512,592,1785225427403760000,1785225427403763000,1785225427403764000,1785225427403766000,1785225427403875000,1785225427403904000,1785225427403905000,1785225427403905000,153944704,152881081,12792532,13573311,0,-954.623,26365.843,3.000,1.000,2.000,29.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,28,512,592,1785225427404766000,1785225427404769000,1785225427404770000,1785225427404772000,1785225427404875000,1785225427404906000,1785225427404907000,1785225427404907000,153944704,152881081,12792532,13573311,0,-960.623,26365.843,3.000,1.000,2.000,31.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,29,512,592,1785225427405634000,1785225427405637000,1785225427405637000,1785225427405640000,1785225427405751000,1785225427405781000,1785225427405781000,1785225427405781000,153944704,152881081,12792532,13573311,0,-952.623,26365.843,3.000,0.000,3.000,30.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,30,512,592,1785225427406797000,1785225427406802000,1785225427406803000,1785225427406805000,1785225427407002000,1785225427407032000,1785225427407033000,1785225427407033000,153944704,152881081,12792532,13573311,0,-866.623,26365.843,5.000,1.000,2.000,30.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,31,512,592,1785225427407775000,1785225427407784000,1785225427407785000,1785225427407797000,1785225427407938000,1785225427407971000,1785225427407971000,1785225427407971000,153944704,152881081,12792532,13573311,0,-922.623,26365.843,9.000,1.000,12.000,33.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,32,512,592,1785225427408772000,1785225427408778000,1785225427408779000,1785225427408782000,1785225427408909000,1785225427408935000,1785225427408935000,1785225427408935000,153944704,152881081,12792532,13573311,0,-936.623,26365.843,6.000,1.000,3.000,26.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,33,512,592,1785225427409783000,1785225427409786000,1785225427409786000,1785225427409789000,1785225427409916000,1785225427409936000,1785225427409936000,1785225427409936000,153944704,152881081,12792532,13573311,0,-936.623,26365.843,3.000,0.000,3.000,20.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,34,512,592,1785225427410578000,1785225427410580000,1785225427410581000,1785225427410583000,1785225427410687000,1785225427410707000,1785225427410708000,1785225427410708000,153944704,152881081,12792532,13573311,0,-959.623,26365.843,2.000,1.000,2.000,20.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,35,512,592,1785225427411856000,1785225427411858000,1785225427411859000,1785225427411861000,1785225427411937000,1785225427411951000,1785225427411951000,1785225427411951000,153944704,152881081,12792532,13573311,0,-987.623,26365.843,2.000,1.000,2.000,14.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,36,512,592,1785225427412642000,1785225427412644000,1785225427412644000,1785225427412646000,1785225427412702000,1785225427412720000,1785225427412720000,1785225427412720000,153944704,152881081,12792532,13573311,0,-1007.623,26365.843,2.000,0.000,2.000,18.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,37,512,592,1785225427413833000,1785225427413838000,1785225427413838000,1785225427413844000,1785225427413975000,1785225427414008000,1785225427414008000,1785225427414008000,153944704,152881081,12792532,13573311,0,-932.623,26365.843,5.000,0.000,6.000,33.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,38,512,592,1785225427414779000,1785225427414786000,1785225427414787000,1785225427414791000,1785225427415105000,1785225427415132000,1785225427415132000,1785225427415133000,153944704,152881081,12792532,13573311,0,-749.623,26365.843,7.000,1.000,4.000,27.000,0.000,1.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,39,512,592,1785225427415878000,1785225427415884000,1785225427415884000,1785225427415887000,1785225427416099000,1785225427416169000,1785225427416170000,1785225427416170000,153944704,152881081,12792532,13573311,0,-851.623,26365.843,6.000,0.000,3.000,70.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,40,512,592,1785225427416749000,1785225427416757000,1785225427416758000,1785225427416762000,1785225427417167000,1785225427417199000,1785225427417199000,1785225427417200000,153944704,152881081,12792532,13573311,0,-658.623,26365.843,8.000,1.000,4.000,32.000,0.000,1.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,41,512,592,1785225427417725000,1785225427417730000,1785225427417730000,1785225427417733000,1785225427417838000,1785225427417861000,1785225427417862000,1785225427417862000,153944704,152881081,12792532,13573311,0,-958.623,26365.843,5.000,0.000,3.000,23.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,42,512,592,1785225427418766000,1785225427418773000,1785225427418775000,1785225427418796000,1785225427418967000,1785225427418999000,1785225427418999000,1785225427418999000,153944704,152881081,12792532,13573311,0,-892.623,26365.843,7.000,2.000,21.000,32.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,43,512,592,1785225427419746000,1785225427419748000,1785225427419749000,1785225427419751000,1785225427419850000,1785225427419874000,1785225427419875000,1785225427419875000,153944704,152881081,12792532,13573311,0,-964.623,26365.843,2.000,1.000,2.000,24.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,44,512,592,1785225427420784000,1785225427420786000,1785225427420786000,1785225427420788000,1785225427420882000,1785225427420917000,1785225427420918000,1785225427420918000,153944704,152881081,12792532,13573311,0,-969.623,26365.843,2.000,0.000,2.000,35.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,45,512,592,1785225427421764000,1785225427421772000,1785225427421773000,1785225427421786000,1785225427421836000,1785225427421852000,1785225427421853000,1785225427421853000,153944704,152881081,12792532,13573311,0,-1013.623,26365.843,8.000,1.000,13.000,16.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,46,512,592,1785225427422765000,1785225427422766000,1785225427422767000,1785225427422769000,1785225427422842000,1785225427422855000,1785225427422856000,1785225427422856000,153944704,152881081,12792532,13573311,0,-990.623,26365.843,1.000,1.000,2.000,13.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,47,512,592,1785225427423769000,1785225427423770000,1785225427423770000,1785225427423772000,1785225427423828000,1785225427423844000,1785225427423844000,1785225427423844000,153944704,152881081,12792532,13573311,0,-1007.623,26365.843,1.000,0.000,2.000,16.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,48,512,592,1785225427424767000,1785225427424769000,1785225427424769000,1785225427424771000,1785225427424817000,1785225427424827000,1785225427424827000,1785225427424827000,153944704,152881081,12792532,13573311,0,-1017.623,26365.843,2.000,0.000,2.000,10.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,49,512,592,1785225427425692000,1785225427425696000,1785225427425696000,1785225427425698000,1785225427425806000,1785225427425829000,1785225427425830000,1785225427425830000,153944704,152881081,12792532,13573311,0,-955.623,26365.843,4.000,0.000,2.000,23.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,50,512,592,1785225427426776000,1785225427426779000,1785225427426779000,1785225427426781000,1785225427426942000,1785225427426956000,1785225427426957000,1785225427426957000,153944704,152881081,12792532,13573311,0,-902.623,26365.843,3.000,0.000,2.000,14.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,51,512,592,1785225427427799000,1785225427427815000,1785225427427815000,1785225427427817000,1785225427427909000,1785225427427926000,1785225427427927000,1785225427427927000,153944704,152881081,12792532,13573311,0,-971.623,26365.843,16.000,0.000,2.000,17.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,52,512,592,1785225427428746000,1785225427428749000,1785225427428749000,1785225427428751000,1785225427428823000,1785225427428839000,1785225427428839000,1785225427428839000,153944704,152881081,12792532,13573311,0,-991.623,26365.843,3.000,0.000,2.000,16.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,53,512,592,1785225427429785000,1785225427429788000,1785225427429789000,1785225427429790000,1785225427429873000,1785225427429886000,1785225427429887000,1785225427429887000,153944704,152881081,12792532,13573311,0,-980.623,26365.843,3.000,1.000,1.000,13.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,54,512,592,1785225427430750000,1785225427430753000,1785225427430753000,1785225427430755000,1785225427430827000,1785225427430842000,1785225427430842000,1785225427430842000,153944704,152881081,12792532,13573311,0,-991.623,26365.843,3.000,0.000,2.000,15.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,55,512,592,1785225427431661000,1785225427431663000,1785225427431663000,1785225427431665000,1785225427431756000,1785225427431770000,1785225427431770000,1785225427431770000,153944704,152881081,12792532,13573311,0,-972.623,26365.843,2.000,0.000,2.000,14.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,56,512,592,1785225427432583000,1785225427432585000,1785225427432586000,1785225427432588000,1785225427432695000,1785225427432726000,1785225427432727000,1785225427432727000,153944704,152881081,12792532,13573311,0,-956.623,26365.843,2.000,1.000,2.000,31.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,57,512,592,1785225427433819000,1785225427433820000,1785225427433821000,1785225427433822000,1785225427433900000,1785225427433928000,1785225427433929000,1785225427433929000,153944704,152881081,12792532,13573311,0,-985.623,26365.843,1.000,1.000,1.000,28.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,58,512,592,1785225427434661000,1785225427434664000,1785225427434665000,1785225427434666000,1785225427434727000,1785225427434744000,1785225427434744000,1785225427434744000,153944704,152881081,12792532,13573311,0,-1002.623,26365.843,3.000,1.000,1.000,17.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,59,512,592,1785225427435798000,1785225427435800000,1785225427435801000,1785225427435802000,1785225427435883000,1785225427435902000,1785225427435902000,1785225427435902000,153944704,152881081,12792532,13573311,0,-982.623,26365.843,2.000,1.000,1.000,19.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,60,512,592,1785225427436749000,1785225427436784000,1785225427436784000,1785225427436786000,1785225427436845000,1785225427436858000,1785225427436858000,1785225427436858000,153944704,152881081,12792532,13573311,0,-1004.623,26365.843,35.000,0.000,2.000,13.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,61,512,592,1785225427437699000,1785225427437700000,1785225427437701000,1785225427437702000,1785225427437750000,1785225427437767000,1785225427437767000,1785225427437767000,153944704,152881081,12792532,13573311,0,-1015.623,26365.843,1.000,1.000,1.000,17.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,62,512,592,1785225427438593000,1785225427438594000,1785225427438595000,1785225427438596000,1785225427438656000,1785225427438670000,1785225427438670000,1785225427438670000,153944704,152881081,12792532,13573311,0,-1003.623,26365.843,1.000,1.000,1.000,14.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,63,512,592,1785225427439612000,1785225427439614000,1785225427439614000,1785225427439615000,1785225427439679000,1785225427439700000,1785225427439700000,1785225427439700000,153944704,152881081,12792532,13573311,0,-999.623,26365.843,2.000,0.000,1.000,21.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,64,512,592,1785225427440607000,1785225427440608000,1785225427440609000,1785225427440610000,1785225427440649000,1785225427440657000,1785225427440657000,1785225427440657000,153944704,152881081,12792532,13573311,0,-1024.623,26365.843,1.000,1.000,1.000,8.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,65,512,592,1785225427441592000,1785225427441594000,1785225427441594000,1785225427441595000,1785225427441628000,1785225427441637000,1785225427441637000,1785225427441637000,153944704,152881081,12792532,13573311,0,-1030.623,26365.843,2.000,0.000,1.000,9.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,66,512,592,1785225427442627000,1785225427442630000,1785225427442630000,1785225427442631000,1785225427442706000,1785225427442722000,1785225427442722000,1785225427442722000,153944704,152881081,12792532,13573311,0,-988.623,26365.843,3.000,0.000,1.000,16.000,0.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,67,512,592,1785225427443562000,1785225427443564000,1785225427443564000,1785225427443565000,1785225427443637000,1785225427443649000,1785225427443650000,1785225427443650000,153944704,152881081,12792532,13573311,0,-991.623,26365.843,2.000,0.000,1.000,12.000,1.000,0.000,0.000,0,0,0
B_common_1,tcp,none,none,,1,68,512,592,1785225427444799000,1785225427444801000,1785225427444802000,1785225427444803000,1785225427444865000,1785225427444882000,1785225427444883000,1785225427444883000,153944704,152881081,12792532,13573311,0,-1001.623,26365.843,2.000,1.000,1.000,17.000,1.000,0.000,0.000,0,0,0
