run_id,protocol,serializer,compression,zstd_dict,crc_ok,seq_id,payload_size_bytes,wire_size_bytes,ts_created_ns,ts_serialized_ns,ts_compressed_ns,ts_sent_ns,ts_received_ns,ts_decompressed_ns,ts_deserialized_ns,ts_processed_ns,ntp_offset_sender_ns,ntp_offset_receiver_ns,e2e_delay_us,serialization_us,compression_us,transport_us,decompression_us,deserialization_us,processing_us,jitter_us,is_out_of_order,is_duplicate,seq_gap
B_ntp_1,tcp,none,none,,1,0,512,584,1785222472257854000,1785222472257856000,1785222472257856000,1785222472257859000,1785222472257901000,1785222472257916000,1785222472257920000,1785222472257920000,45642065,45197637,-402.428,2.000,0.000,3.000,15.000,4.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,2,512,584,1785222472259146000,1785222472259148000,1785222472259148000,1785222472259149000,1785222472259200000,1785222472259210000,1785222472259211000,1785222472259211000,45642065,45197637,-393.428,2.000,0.000,1.000,10.000,1.000,0.000,0.000,0,0,1
B_ntp_1,tcp,none,none,,1,3,512,584,1785222472260049000,1785222472260051000,1785222472260051000,1785222472260053000,1785222472260107000,1785222472260122000,1785222472260122000,1785222472260123000,45642065,45197637,-390.428,2.000,0.000,2.000,15.000,0.000,1.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,4,512,584,1785222472261104000,1785222472261112000,1785222472261112000,1785222472261149000,1785222472261203000,1785222472261217000,1785222472261218000,1785222472261218000,45642065,45197637,-390.428,8.000,0.000,37.000,14.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,5,512,584,1785222472262046000,1785222472262048000,1785222472262048000,1785222472262050000,1785222472262185000,1785222472262213000,1785222472262213000,1785222472262213000,45642065,45197637,-309.428,2.000,0.000,2.000,28.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,6,512,584,1785222472263118000,1785222472263121000,1785222472263121000,1785222472263122000,1785222472263274000,1785222472263323000,1785222472263323000,1785222472263323000,45642065,45197637,-292.428,3.000,0.000,1.000,49.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,7,512,584,1785222472264050000,1785222472264053000,1785222472264053000,1785222472264055000,1785222472264185000,1785222472264225000,1785222472264225000,1785222472264225000,45642065,45197637,-314.428,3.000,0.000,2.000,40.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,8,512,584,1785222472265095000,1785222472265099000,1785222472265099000,1785222472265101000,1785222472265204000,1785222472265256000,1785222472265257000,1785222472265257000,45642065,45197637,-341.428,4.000,0.000,2.000,52.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,9,512,584,1785222472265954000,1785222472265957000,1785222472265957000,1785222472265959000,1785222472266035000,1785222472266049000,1785222472266060000,1785222472266060000,45642065,45197637,-368.428,3.000,0.000,2.000,14.000,11.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,10,512,584,1785222472266878000,1785222472266881000,1785222472266881000,1785222472266883000,1785222472266993000,1785222472267015000,1785222472267015000,1785222472267015000,45642065,45197637,-334.428,3.000,0.000,2.000,22.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,11,512,584,1785222472268143000,1785222472268145000,1785222472268152000,1785222472268153000,1785222472268233000,1785222472268247000,1785222472268248000,1785222472268248000,45642065,45197637,-364.428,2.000,7.000,1.000,14.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,12,512,584,1785222472268972000,1785222472269003000,1785222472269005000,1785222472269006000,1785222472269098000,1785222472269115000,1785222472269116000,1785222472269116000,45642065,45197637,-352.428,31.000,2.000,1.000,17.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,13,512,584,1785222472270036000,1785222472270049000,1785222472270049000,1785222472270051000,1785222472270220000,1785222472270238000,1785222472270239000,1785222472270239000,45642065,45197637,-275.428,13.000,0.000,2.000,18.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,14,512,584,1785222472271064000,1785222472271066000,1785222472271067000,1785222472271068000,1785222472271126000,1785222472271141000,1785222472271142000,1785222472271142000,45642065,45197637,-386.428,2.000,1.000,1.000,15.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,15,512,584,1785222472272120000,1785222472272123000,1785222472272123000,1785222472272125000,1785222472272211000,1785222472272226000,1785222472272226000,1785222472272226000,45642065,45197637,-358.428,3.000,0.000,2.000,15.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,16,512,584,1785222472272900000,1785222472272904000,1785222472272904000,1785222472272906000,1785222472273099000,1785222472273115000,1785222472273116000,1785222472273116000,45642065,45197637,-251.428,4.000,0.000,2.000,16.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,17,512,584,1785222472274106000,1785222472274109000,1785222472274109000,1785222472274110000,1785222472274345000,1785222472274356000,1785222472274357000,1785222472274357000,45642065,45197637,-209.428,3.000,0.000,1.000,11.000,1.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,18,512,584,1785222472275049000,1785222472275051000,1785222472275051000,1785222472275053000,1785222472275148000,1785222472275163000,1785222472275163000,1785222472275163000,45642065,45197637,-349.428,2.000,0.000,2.000,15.000,0.000,0.000,0.000,0,0,0
B_ntp_1,tcp,none,none,,1,19,512,584,1785222472276162000,1785222472276164000,1785222472276164000,1785222472276166000,1785222472276246000,1785222472276262000,1785222472276262000,1785222472276262000,45642065,45197637,-364.428,2.000,0.000,2.000,16.000,0.000,0.000,0.000,0,0,0
