run_id,protocol,serializer,compression,zstd_dict,crc_ok,seq_id,payload_size_bytes,wire_size_bytes,ts_created_ns,ts_serialized_ns,ts_compressed_ns,ts_sent_ns,ts_received_ns,ts_decompressed_ns,ts_deserialized_ns,ts_processed_ns,ntp_offset_sender_ns,ntp_offset_receiver_ns,e2e_delay_us,serialization_us,compression_us,transport_us,decompression_us,deserialization_us,processing_us,jitter_us,is_out_of_order,is_duplicate,seq_gap
B_ntp_2,tcp,none,none,,1,0,512,584,1785222486400468000,1785222486400471000,1785222486400471000,1785222486400473000,1785222486400544000,1785222486400570000,1785222486400573000,1785222486400573000,44485077,44789017,374.940,3.000,0.000,2.000,26.000,3.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,1,512,584,1785222486400497000,1785222486400498000,1785222486400498000,1785222486400499000,1785222486400560000,1785222486400589000,1785222486400592000,1785222486400592000,44485077,44789017,364.940,1.000,0.000,1.000,29.000,3.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,2,512,584,1785222486401741000,1785222486401818000,1785222486401818000,1785222486401820000,1785222486401987000,1785222486402000000,1785222486402000000,1785222486402000000,44485077,44789017,470.940,77.000,0.000,2.000,13.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,3,512,584,1785222486402788000,1785222486402825000,1785222486402826000,1785222486402828000,1785222486402956000,1785222486403049000,1785222486403049000,1785222486403049000,44485077,44789017,431.940,37.000,1.000,2.000,93.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,4,512,584,1785222486403768000,1785222486403772000,1785222486403772000,1785222486403774000,1785222486403893000,1785222486403981000,1785222486403982000,1785222486403982000,44485077,44789017,422.940,4.000,0.000,2.000,88.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,5,512,584,1785222486404694000,1785222486404696000,1785222486404697000,1785222486404698000,1785222486404920000,1785222486404966000,1785222486404966000,1785222486404966000,44485077,44789017,525.940,2.000,1.000,1.000,46.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,6,512,584,1785222486405708000,1785222486405711000,1785222486405712000,1785222486405762000,1785222486405986000,1785222486406031000,1785222486406032000,1785222486406032000,44485077,44789017,527.940,3.000,1.000,50.000,45.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,7,512,584,1785222486406631000,1785222486406636000,1785222486406637000,1785222486406639000,1785222486406761000,1785222486406785000,1785222486406786000,1785222486406786000,44485077,44789017,425.940,5.000,1.000,2.000,24.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,8,512,584,1785222486407689000,1785222486407694000,1785222486407695000,1785222486407697000,1785222486407788000,1785222486407807000,1785222486407807000,1785222486407807000,44485077,44789017,394.940,5.000,1.000,2.000,19.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,9,512,584,1785222486408590000,1785222486408593000,1785222486408593000,1785222486408595000,1785222486408673000,1785222486408686000,1785222486408687000,1785222486408687000,44485077,44789017,381.940,3.000,0.000,2.000,13.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,10,512,584,1785222486409532000,1785222486409558000,1785222486409558000,1785222486409560000,1785222486409646000,1785222486409665000,1785222486409665000,1785222486409665000,44485077,44789017,389.940,26.000,0.000,2.000,19.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,11,512,584,1785222486410761000,1785222486410769000,1785222486410770000,1785222486410781000,1785222486410950000,1785222486410971000,1785222486410972000,1785222486410972000,44485077,44789017,472.940,8.000,1.000,11.000,21.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,12,512,584,1785222486411737000,1785222486411751000,1785222486411752000,1785222486411753000,1785222486411844000,1785222486411862000,1785222486411863000,1785222486411863000,44485077,44789017,394.940,14.000,1.000,1.000,18.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,13,512,584,1785222486412733000,1785222486412735000,1785222486412736000,1785222486412738000,1785222486412859000,1785222486412880000,1785222486412881000,1785222486412881000,44485077,44789017,424.940,2.000,1.000,2.000,21.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,14,512,584,1785222486413697000,1785222486413700000,1785222486413700000,1785222486413702000,1785222486413799000,1785222486413817000,1785222486413818000,1785222486413818000,44485077,44789017,400.940,3.000,0.000,2.000,18.000,1.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,15,512,584,1785222486414664000,1785222486414667000,1785222486414667000,1785222486414669000,1785222486414736000,1785222486414866000,1785222486414867000,1785222486414869000,44485077,44789017,370.940,3.000,0.000,2.000,130.000,1.000,2.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,16,512,584,1785222486415695000,1785222486415697000,1785222486415697000,1785222486415699000,1785222486415792000,1785222486415809000,1785222486415809000,1785222486415809000,44485077,44789017,396.940,2.000,0.000,2.000,17.000,0.000,0.000,0.000,0,0,0
B_ntp_2,tcp,none,none,,1,17,512,584,1785222486416729000,1785222486416735000,1785222486416736000,1785222486416742000,1785222486416846000,1785222486416858000,1785222486416858000,1785222486416858000,44485077,44789017,407.940,6.000,1.000,6.000,12.000,0.000,0.000,0.000,0,0,0
