run_id,protocol,serializer,compression,zstd_dict,crc_ok,seq_id,payload_size_bytes,wire_size_bytes,ts_created_ns,ts_serialized_ns,ts_compressed_ns,ts_sent_ns,ts_received_ns,ts_decompressed_ns,ts_deserialized_ns,ts_processed_ns,ntp_offset_sender_ns,ntp_offset_receiver_ns,ntp_uncertainty_sender_ns,ntp_uncertainty_receiver_ns,ntp_disabled,e2e_delay_us,ntp_sync_uncertainty_us,serialization_us,compression_us,transport_us,decompression_us,deserialization_us,processing_us,jitter_us,is_out_of_order,is_duplicate,seq_gap
B_common_4,tcp,none,none,,1,0,512,592,1785225287067772000,1785225287067773000,1785225287067780000,1785225287067783000,1785225287067894000,1785225287067942000,1785225287067942000,1785225287067942000,147948602,147952855,5513828,5798626,0,115.253,11312.454,1.000,7.000,3.000,48.000,0.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,1,512,592,1785225287067816000,1785225287067816000,1785225287067817000,1785225287067819000,1785225287067925000,1785225287067979000,1785225287067979000,1785225287067979000,147948602,147952855,5513828,5798626,0,110.253,11312.454,0.000,1.000,2.000,54.000,0.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,2,512,592,1785225287069197000,1785225287069208000,1785225287069209000,1785225287069213000,1785225287069508000,1785225287069553000,1785225287069554000,1785225287069554000,147948602,147952855,5513828,5798626,0,299.253,11312.454,11.000,1.000,4.000,45.000,1.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,3,512,592,1785225287070090000,1785225287070100000,1785225287070101000,1785225287070105000,1785225287070290000,1785225287070322000,1785225287070323000,1785225287070323000,147948602,147952855,5513828,5798626,0,189.253,11312.454,10.000,1.000,4.000,32.000,1.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,4,512,592,1785225287071047000,1785225287071090000,1785225287071091000,1785225287071094000,1785225287071216000,1785225287071290000,1785225287071291000,1785225287071291000,147948602,147952855,5513828,5798626,0,126.253,11312.454,43.000,1.000,3.000,74.000,1.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,5,512,592,1785225287072035000,1785225287072109000,1785225287072110000,1785225287072114000,1785225287072295000,1785225287072328000,1785225287072328000,1785225287072328000,147948602,147952855,5513828,5798626,0,185.253,11312.454,74.000,1.000,4.000,33.000,0.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,6,512,592,1785225287072966000,1785225287072974000,1785225287072975000,1785225287072978000,1785225287073132000,1785225287073157000,1785225287073158000,1785225287073158000,147948602,147952855,5513828,5798626,0,158.253,11312.454,8.000,1.000,3.000,25.000,1.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,7,512,592,1785225287073991000,1785225287073996000,1785225287073997000,1785225287074000000,1785225287074110000,1785225287074138000,1785225287074138000,1785225287074138000,147948602,147952855,5513828,5798626,0,114.253,11312.454,5.000,1.000,3.000,28.000,0.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,8,512,592,1785225287074863000,1785225287074867000,1785225287074868000,1785225287074870000,1785225287074966000,1785225287075020000,1785225287075021000,1785225287075021000,147948602,147952855,5513828,5798626,0,100.253,11312.454,4.000,1.000,2.000,54.000,1.000,0.000,0.000,0,0,0
B_common_4,tcp,none,none,,1,9,512,592,1785225287075823000,1785225287075827000,1785225287075827000,1785225287075830000,1785225287075943000,1785225287075963000,1785225287075963000,1785225287075963000,147948602,147952855,5513828,5798626,0,117.253,11312.454,4.000,0.000,3.000,20.000,0.000,0.000,0.000,0,0,0
